Gene  Rule 
g582    ( g77 or g99 or g111 or g182 or g223 or g468 or g479 or g606 or g678 or g723 or g728 or g903 or g1016 or g1207 or g1212 or g1214 or g1230 or g1242 or g1303 or g1349 or g1374 or g1388 or g1411 or g1456 )
g583    ( g112 or g305 or g700 or g886 )
g584    ( g88 or g240 or g355 or g435 or g484 or g593 or g643 or g679 or g695 or g754 or g901 or g943 or g1023 or g1140 or g1181 or g1385 or g1395 or g1435 )
g585    ( g117 or g182 or g299 or g365 or g812 or g827 or g940 or g1002 or g1011 or g1128 or g1179 or g1181 or g1308 or g1416 or g1432 or g1499 )
g586    ( g704 or g1021 or g1477 )
g587    ( g736 or g1014 )
g588    ( g96 or g315 or g659 or g774 or g783 or g1091 or g1411 or g1480 )
g589    ( g545 or g592 or g1031 or g1187 )
g590    ( g117 or g167 or g220 or g332 or g407 or g506 or g592 or g700 or g914 or g956 or g1287 or g1311 or g1338 or g1364 or g1464 or g1490 )
g591    ( g50 or g232 or g761 or g822 or g872 or g990 )
g592    ( g109 or g939 or g1038 or g1351 )
g593    ( g321 or g893 or g1244 or g1257 )
g594    ( g76 or g192 or g415 or g482 or g748 or g801 or g1198 )
g595    ( g29 or g248 or g330 or g341 or g590 or g709 or g1155 or g1198 or g1497 )
g596    ( g336 or g961 )
g597    ( g66 or g500 or g801 or g1151 or g1477 or g1500 )
g598    ( g66 or g266 or g398 or g425 )
g599    ( g760 or g921 )
g600    ( g64 or g369 or g581 or g669 or g774 or g886 or g1056 or g1305 or g1474 )
g601    ( g368 or g647 or g1042 or g1099 or g1258 or g1306 or g1466 )
g602    ( g1200 or g1461 )
g603    ( g250 or g408 or g576 or g654 or g704 or g1082 or g1252 or g1300 or g1344 )
g604    ( g4 or g519 or g1018 or g1376 or g1406 )
g605    ( g452 or g531 or g1007 or g1018 or g1162 or g1248 or g1283 or g1295 or g1448 )
g606    ( g505 or g706 or g868 )
g607    ( g69 or g308 or g485 or g512 or g634 or g809 or g843 or g914 or g918 or g1020 or g1239 or g1255 or g1296 or g1494 )
g608    ( g157 or g379 or g446 or g659 or g681 or g930 or g1022 or g1099 or g1233 or g1392 )
g609    ( g202 or g269 or g280 or g597 or g678 or g710 or g763 or g802 or g1330 or g1385 or g1391 or g1426 )
g610    ( g290 or g495 or g1230 )
g611    ( g441 or g607 or g931 or g1053 or g1346 )
g612    ( g546 or g742 or g893 or g1047 or g1109 )
g613    ( g334 or g369 or g756 or g1015 or g1208 or g1257 or g1449 or g1459 or g1463 )
g614    ( g137 or g342 or g479 or g989 or g1000 or g1113 )
g615    ( g83 or g191 or g509 or g650 or g678 or g1244 )
g616    ( g488 or g507 or g639 or g1058 or g1239 )
g617    ( g468 )
g618    ( g540 or g950 or g1356 or g1433 or g1461 or g1492 )
g619    ( g663 or g771 or g865 or g1090 or g1097 or g1273 )
g620    ( g596 or g661 or g855 or g917 or g1494 )
g621    ( g40 or g114 or g179 or g275 or g431 or g553 or g595 or g611 or g659 or g662 or g704 or g844 or g852 or g860 or g991 or g1021 or g1409 or g1414 or g1468 or g1500 )
g622    ( g55 or g169 or g409 or g420 or g515 or g583 or g976 or g1277 or g1311 or g1394 or g1463 or g1483 or g1487 )
g623    ( g311 or g632 or g741 or g1111 or g1492 )
g624    ( g888 or g908 or g1187 or g1496 )
g625    ( g114 or g122 or g168 or g237 or g377 or g856 or g864 or g1058 or g1143 or g1263 or g1292 or g1296 or g1427 or g1439 )
g626    ( g32 or g51 or g142 or g145 or g178 or g250 or g251 or g605 or g652 or g755 or g820 or g997 or g1186 or g1206 or g1370 or g1400 or g1401 )
g627    ( g88 )
g628    ( g156 or g187 or g202 or g524 or g717 or g790 or g838 or g984 or g1145 or g1175 or g1251 or g1312 or g1408 or g1423 or g1430 or g1435 )
g629    ( g1325 )
g630    
g631    ( g251 or g307 or g333 or g547 or g1143 )
g632    ( g154 or g355 or g491 or g906 or g1073 or g1204 or g1215 )
g633    ( g140 or g265 or g369 or g371 or g413 or g716 or g795 or g1005 or g1011 or g1175 or g1439 or g1497 )
g634    ( g122 or g186 or g321 or g342 or g548 or g549 or g622 or g627 or g665 or g742 or g832 or g896 or g904 or g907 or g1053 or g1160 or g1162 or g1229 or g1285 or g1359 or g1363 or g1383 or g1440 or g1461 )
g635    ( g7 or g14 or g25 or g52 or g67 or g82 or g96 or g146 or g148 or g166 or g179 or g205 or g257 or g367 or g400 or g401 or g455 or g459 or g475 or g493 or g494 or g553 or g562 or g595 or g696 or g713 or g726 or g755 or g808 or g812 or g831 or g835 or g840 or g857 or g871 or g886 or g897 or g906 or g939 or g962 or g965 or g1005 or g1013 or g1052 or g1054 or g1097 or g1103 or g1107 or g1121 or g1151 or g1179 or g1260 or g1262 or g1263 or g1322 or g1345 or g1356 or g1385 or g1404 or g1431 or g1454 or g1464 or g1490 )
g636    ( g392 or g1088 or g1144 or g1162 or g1352 or g1408 or g1478 )
g637    ( g619 or g1269 )
g638    ( g34 or g63 or g204 or g340 or g407 or g434 or g900 or g936 or g1064 or g1125 or g1146 or g1170 or g1301 or g1346 or g1353 or g1376 or g1390 or g1473 or g1482 )
g639    ( g756 or g1164 or g1221 )
g640    ( g161 or g1280 or g1437 or g1473 or g1495 )
g641    ( g143 or g214 or g239 or g259 or g276 or g293 or g560 or g869 or g935 or g1004 or g1027 or g1173 or g1316 )
g642    ( g10 or g460 or g605 or g899 or g1024 or g1271 or g1382 )
g643    ( g128 or g186 or g231 or g233 or g252 or g305 or g349 or g402 or g420 or g427 or g457 or g509 or g611 or g618 or g686 or g691 or g698 or g730 or g767 or g822 or g826 or g833 or g841 or g878 or g926 or g971 or g981 or g983 or g991 or g1021 or g1062 or g1074 or g1112 or g1113 or g1134 or g1136 or g1157 or g1180 or g1225 or g1232 or g1240 or g1254 or g1331 or g1339 or g1361 or g1380 or g1416 or g1491 or g1494 )
g644    ( g95 or g420 or g573 or g802 or g959 or g1022 or g1046 or g1047 or g1464 )
g645    ( g146 or g911 or g1295 )
g646    ( g41 or g270 or g330 or g490 or g915 or g1115 or g1132 or g1140 or g1212 or g1359 or g1404 or g1477 )
g647    ( g668 or g955 or g1112 or g1133 or g1203 )
g648    ( g162 or g180 or g191 or g558 or g888 or g971 or g978 or g1040 or g1494 )
g649    ( g6 or g10 or g18 or g39 or g48 or g55 or g73 or g87 or g147 or g194 or g210 or g218 or g252 or g258 or g313 or g323 or g348 or g375 or g379 or g385 or g394 or g436 or g516 or g551 or g562 or g593 or g595 or g604 or g652 or g717 or g830 or g887 or g944 or g954 or g981 or g1024 or g1028 or g1075 or g1091 or g1097 or g1104 or g1127 or g1137 or g1158 or g1161 or g1172 or g1244 or g1320 or g1329 or g1336 or g1354 or g1394 or g1402 or g1420 or g1435 or g1443 or g1454 or g1455 or g1469 or g1484 or g1490 or g1496 )
g650    ( g148 or g257 or g326 or g349 or g794 or g894 or g1219 or g1377 )
g651    ( g188 or g567 or g605 or g736 or g845 or g922 )
g652    ( g121 or g169 or g185 or g216 or g231 or g245 or g279 or g290 or g295 or g302 or g319 or g320 or g329 or g338 or g341 or g378 or g415 or g451 or g470 or g485 or g490 or g562 or g571 or g635 or g711 or g716 or g733 or g737 or g814 or g866 or g890 or g893 or g935 or g955 or g958 or g1017 or g1031 or g1063 or g1086 or g1104 or g1126 or g1150 or g1164 or g1167 or g1175 or g1176 or g1227 or g1275 or g1293 or g1313 or g1364 or g1375 or g1394 or g1407 or g1434 or g1442 or g1455 or g1466 or g1472 or g1476 or g1491 or g1496 or g1500 )
g653    ( g397 or g441 or g502 or g763 or g771 or g953 or g1143 or g1459 )
g654    ( g472 or g549 or g652 or g703 or g828 or g1018 or g1324 )
g655    ( g16 or g488 or g508 or g541 or g606 or g869 or g899 or g913 or g922 or g960 or g1023 or g1085 or g1088 or g1119 or g1157 or g1186 or g1221 or g1265 or g1272 or g1281 or g1325 or g1339 or g1350 or g1381 or g1435 or g1476 or g1477 )
g656    ( g6 or g22 or g37 or g72 or g107 or g159 or g164 or g170 or g181 or g233 or g258 or g283 or g297 or g321 or g343 or g359 or g412 or g425 or g430 or g432 or g440 or g464 or g491 or g515 or g532 or g572 or g610 or g617 or g650 or g678 or g692 or g694 or g705 or g713 or g729 or g737 or g793 or g832 or g835 or g841 or g867 or g872 or g878 or g959 or g984 or g999 or g1017 or g1058 or g1081 or g1093 or g1154 or g1171 or g1173 or g1177 or g1189 or g1199 or g1213 or g1284 or g1290 or g1305 or g1308 or g1314 or g1360 or g1378 or g1396 or g1415 or g1421 or g1437 or g1468 or g1486 )
g657    ( g91 or g929 or g936 or g1036 or g1197 or g1468 or g1495 or g1496 )
g658    ( g69 or g136 or g336 or g415 or g1225 )
g659    ( g60 or g104 or g119 or g130 or g303 or g308 or g318 or g331 or g393 or g466 or g468 or g568 or g616 or g622 or g625 or g632 or g656 or g707 or g732 or g737 or g851 or g863 or g890 or g944 or g960 or g988 or g1022 or g1023 or g1028 or g1088 or g1119 or g1120 or g1126 or g1151 or g1205 or g1230 or g1291 or g1373 or g1376 or g1382 or g1422 or g1431 or g1441 )
g660    ( g128 or g235 or g489 or g696 or g747 or g802 or g998 or g1086 or g1309 or g1321 )
g661    ( g504 or g663 or g730 )
g662    ( g12 or g187 or g1418 )
g663    ( g573 or g677 or g1264 or g1482 )
g664    ( g973 or g1181 or g1348 )
g665    ( g316 or g832 or g948 or g1423 )
g666    ( g177 or g462 or g686 or g783 or g879 or g887 or g888 or g999 or g1040 or g1113 or g1179 or g1368 )
g667    ( g7 or g21 or g54 or g64 or g108 or g127 or g193 or g233 or g243 or g271 or g282 or g351 or g430 or g439 or g466 or g483 or g556 or g562 or g570 or g577 or g598 or g624 or g633 or g668 or g713 or g806 or g826 or g846 or g861 or g943 or g946 or g952 or g970 or g973 or g982 or g1034 or g1085 or g1087 or g1117 or g1125 or g1201 or g1235 or g1238 or g1239 or g1245 or g1303 or g1332 or g1340 or g1345 or g1349 or g1365 or g1366 or g1465 or g1473 or g1479 or g1481 or g1497 )
g668    ( g92 or g144 or g276 or g332 or g367 or g452 or g522 or g811 or g1039 or g1130 or g1140 or g1413 )
g669    ( g25 or g36 or g169 or g222 or g324 or g425 or g475 or g513 or g542 or g636 or g738 or g794 or g860 or g883 or g1207 or g1312 or g1439 or g1477 )
g670    ( g198 or g301 or g638 or g792 or g892 or g948 )
g671    ( g48 or g240 or g264 or g326 or g328 or g359 or g458 or g471 or g474 or g555 or g674 or g693 or g701 or g890 or g1184 or g1282 or g1489 )
g672    ( g55 or g57 or g324 or g376 or g485 or g489 or g520 or g537 or g674 or g761 or g826 or g936 or g1049 or g1082 or g1362 or g1386 or g1414 or g1424 or g1446 or g1474 or g1483 )
g673    ( g214 or g459 or g504 or g1052 or g1164 or g1259 or g1379 or g1430 )
g674    ( g52 or g354 or g509 or g518 or g651 or g656 or g689 or g1164 or g1195 or g1309 or g1333 )
g675    ( g20 or g27 or g28 or g43 or g49 or g54 or g57 or g58 or g60 or g114 or g256 or g282 or g373 or g384 or g388 or g396 or g456 or g541 or g560 or g626 or g708 or g715 or g834 or g854 or g858 or g967 or g972 or g979 or g980 or g989 or g1008 or g1022 or g1027 or g1030 or g1117 or g1141 or g1172 or g1210 or g1215 or g1222 or g1251 or g1285 or g1305 or g1348 or g1367 or g1436 or g1469 or g1482 )
g676    ( g811 )
g677    ( g679 or g688 or g1036 or g1090 or g1147 or g1382 or g1448 or g1478 )
g678    ( g52 or g116 or g304 or g309 or g445 or g489 or g534 or g589 or g604 or g668 or g734 or g759 or g851 or g857 or g885 or g890 or g1020 or g1028 or g1053 or g1074 or g1109 or g1116 or g1119 or g1125 or g1138 or g1141 or g1164 or g1263 or g1295 or g1332 or g1337 or g1393 or g1426 or g1435 or g1437 or g1449 or g1453 or g1471 or g1498 )
g679    ( g1231 )
g680    ( g180 or g636 or g705 or g720 or g1004 or g1030 or g1137 or g1288 or g1339 )
g681    ( g416 or g426 or g447 or g586 or g843 or g1015 or g1310 or g1319 )
g682    ( g298 or g330 or g543 or g668 or g880 or g1044 or g1059 )
g683    ( g588 or g602 or g970 )
g684    ( g17 or g354 or g529 or g1209 or g1246 or g1260 or g1381 or g1453 )
g685    ( g28 or g259 or g1037 )
g686    ( g365 or g947 )
g687    ( g380 or g382 or g437 or g453 or g522 or g1352 )
g688    ( g95 or g334 )
g689    ( g31 or g158 or g299 or g430 or g475 or g491 or g597 or g649 or g1002 or g1220 or g1341 )
g690    ( g51 or g76 or g113 or g182 or g237 or g322 or g379 or g428 or g440 or g465 or g502 or g509 or g525 or g535 or g536 or g589 or g602 or g756 or g846 or g857 or g871 or g1012 or g1047 or g1050 or g1123 or g1144 or g1148 or g1190 or g1208 or g1222 or g1232 or g1234 or g1304 or g1329 or g1336 or g1340 or g1360 or g1447 or g1451 or g1452 )
g691    ( g50 or g64 or g402 or g499 or g532 or g729 or g749 or g819 or g995 or g1279 or g1375 )
g692    ( g1062 or g1280 or g1395 )
g693    ( g152 or g165 or g210 or g218 or g292 or g294 or g310 or g313 or g462 or g548 or g837 or g858 or g954 or g961 or g966 or g986 or g1046 or g1056 or g1091 or g1268 or g1420 or g1430 or g1457 or g1474 )
g694    ( g77 or g142 or g201 or g215 or g216 or g229 or g281 or g283 or g284 or g318 or g349 or g396 or g406 or g412 or g455 or g492 or g497 or g668 or g678 or g687 or g721 or g738 or g742 or g854 or g862 or g871 or g884 or g918 or g940 or g942 or g951 or g953 or g956 or g962 or g1074 or g1096 or g1114 or g1128 or g1161 or g1192 or g1208 or g1231 or g1371 or g1392 or g1424 or g1434 or g1444 or g1456 or g1468 or g1471 )
g695    ( g3 or g10 or g22 or g33 or g34 or g51 or g54 or g56 or g66 or g73 or g75 or g96 or g105 or g111 or g117 or g124 or g127 or g128 or g141 or g146 or g148 or g155 or g175 or g179 or g186 or g192 or g200 or g201 or g202 or g208 or g220 or g237 or g243 or g252 or g279 or g284 or g288 or g289 or g293 or g296 or g300 or g309 or g315 or g316 or g318 or g350 or g354 or g381 or g383 or g384 or g395 or g402 or g406 or g424 or g443 or g445 or g454 or g455 or g464 or g470 or g472 or g475 or g478 or g479 or g481 or g507 or g510 or g519 or g527 or g541 or g565 or g569 or g574 or g602 or g606 or g607 or g608 or g616 or g617 or g643 or g654 or g658 or g671 or g673 or g682 or g698 or g699 or g700 or g709 or g715 or g716 or g720 or g723 or g735 or g748 or g749 or g751 or g768 or g773 or g784 or g791 or g793 or g799 or g812 or g813 or g826 or g833 or g835 or g841 or g865 or g870 or g874 or g875 or g876 or g885 or g888 or g893 or g895 or g901 or g910 or g925 or g927 or g929 or g949 or g953 or g958 or g972 or g985 or g996 or g1013 or g1015 or g1016 or g1018 or g1023 or g1034 or g1042 or g1043 or g1049 or g1053 or g1060 or g1064 or g1065 or g1070 or g1071 or g1081 or g1082 or g1101 or g1105 or g1144 or g1145 or g1146 or g1149 or g1153 or g1170 or g1173 or g1177 or g1186 or g1188 or g1190 or g1210 or g1211 or g1224 or g1226 or g1230 or g1260 or g1263 or g1279 or g1283 or g1286 or g1308 or g1326 or g1327 or g1330 or g1331 or g1341 or g1343 or g1346 or g1347 or g1357 or g1366 or g1367 or g1369 or g1380 or g1385 or g1386 or g1394 or g1398 or g1404 or g1406 or g1411 or g1413 or g1416 or g1419 or g1420 or g1427 or g1432 or g1433 or g1438 or g1445 or g1460 or g1462 or g1467 or g1471 or g1473 or g1480 or g1481 or g1484 or g1496 or g1499 or g1500 )
g696    
g697    ( g20 or g37 or g120 or g187 or g211 or g318 or g340 or g356 or g382 or g425 or g471 or g494 or g616 or g672 or g710 or g751 or g768 or g769 or g827 or g859 or g897 or g912 or g1000 or g1031 or g1045 or g1090 or g1125 or g1305 or g1313 or g1422 )
g698    ( g753 or g1002 or g1366 or g1384 )
g699    ( g466 or g788 )
g700    ( g601 or g613 or g1431 )
g701    ( g71 or g122 or g283 or g541 or g547 or g939 or g1229 or g1286 or g1315 )
g702    ( g252 or g340 or g626 or g1016 or g1113 or g1359 or g1432 )
